Player,Season,Position,Age,Team,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,EFG,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TO,PF,PTS
Rafer Alston,2004,PG,27,MIA,13,0,295,29,91,.319,12,52,.231,17,39,.436,.385,21,25,.840,4,25,29,22,5,1,10,22,91
Chris Andersen,2004,PF,25,DEN,5,0,34,3,9,.333,0,0,,3,9,.333,.333,0,0,,6,8,14,2,1,2,2,3,6
Kenny Anderson,2004,PG,33,IND,4,0,19,2,7,.286,0,0,,2,7,.286,.286,0,0,,0,1,1,1,1,0,5,3,4
Shandon Anderson,2004,SG,30,NYK,4,4,117,7,27,.259,2,7,.286,5,20,.250,.296,1,2,.500,5,4,9,11,4,1,8,19,17
Carmelo Anthony,2004,SF,19,DEN,4,4,143,21,64,.328,2,11,.182,19,53,.358,.344,16,20,.800,7,26,33,11,5,0,17,11,60
Brandon Armstrong,2004,SG,23,NJN,8,0,32,3,12,.250,0,1,.000,3,11,.273,.250,0,0,,1,1,2,3,1,0,0,4,6
Darrell Armstrong,2004,PG,35,NOH,7,0,150,8,34,.235,5,25,.200,3,9,.333,.309,3,3,1.000,6,9,15,16,6,0,13,10,24
Chucky Atkins,2004,PG,29,BOS,4,4,133,17,39,.436,3,10,.300,14,29,.483,.474,17,19,.895,3,11,14,15,3,0,10,2,54
Stacey Augmon,2004,SF,35,NOH,7,0,168,18,48,.375,0,1,.000,18,47,.383,.375,16,18,.889,4,15,19,7,6,1,13,13,52
Vin Baker,2004,PF,32,NYK,4,0,57,8,14,.571,0,0,,8,14,.571,.571,6,9,.667,6,6,12,1,3,2,2,8,22
Marcus Banks,2004,PG,22,BOS,4,0,60,7,16,.438,2,5,.400,5,11,.455,.500,4,4,1.000,1,6,7,7,2,1,3,9,20
Dana Barros,2004,SG,36,BOS,1,0,1,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
Jon Barry,2004,SG,34,DEN,5,1,100,8,24,.333,3,9,.333,5,15,.333,.396,2,3,.667,4,14,18,10,3,0,4,4,21
Shane Battier,2004,SF,25,MEM,4,0,69,6,15,.400,3,7,.429,3,8,.375,.500,4,6,.667,6,6,12,1,0,1,4,17,19
Jonathan Bender,2004,SF,23,IND,16,0,200,28,69,.406,9,25,.360,19,44,.432,.471,12,16,.750,10,18,28,7,2,14,12,19,77
Mike Bibby,2004,PG,25,SAC,12,12,497,84,196,.429,24,55,.436,60,141,.426,.490,48,55,.873,9,41,50,84,23,5,35,40,240
Chauncey Billups,2004,PG,27,DET,23,23,881,110,286,.385,37,107,.346,73,179,.408,.449,121,136,.890,14,56,70,136,31,2,60,57,378
Mark Blount,2004,C,28,BOS,4,4,145,17,35,.486,0,0,,17,35,.486,.486,14,19,.737,10,27,37,4,6,8,9,17,48
Bruce Bowen,2004,SF,32,SAS,10,10,298,23,63,.365,11,29,.379,12,34,.353,.452,3,13,.231,6,23,29,10,4,3,4,24,60
Ryan Bowen,2004,PF,28,DEN,4,0,6,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2
Earl Boykins,2004,SG,27,DEN,5,0,121,28,63,.444,5,14,.357,23,49,.469,.484,6,7,.857,6,6,12,19,5,1,6,6,67
Shawn Bradley,2004,C,31,DAL,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
Devin Brown,2004,SG,25,SAS,9,0,130,18,37,.486,6,10,.600,12,27,.444,.568,10,17,.588,4,14,18,9,3,1,7,18,52
P.J. Brown,2004,PF,34,NOH,7,7,256,26,71,.366,0,0,,26,71,.366,.366,10,11,.909,29,39,68,15,3,11,13,16,62
Kobe Bryant*,2004,SG,25,LAL,22,22,973,190,460,.413,24,97,.247,166,363,.457,.439,135,166,.813,18,86,104,121,42,7,61,59,539
Rodney Buford,2004,SF,26,SAC,5,0,32,5,12,.417,1,3,.333,4,9,.444,.458,1,2,.500,0,5,5,3,2,0,0,2,12
Caron Butler,2004,SF,23,MIA,13,13,511,59,153,.386,2,11,.182,57,142,.401,.392,47,57,.825,18,92,110,31,28,7,23,45,167
Rasual Butler,2004,SF,24,MIA,10,0,58,9,22,.409,3,9,.333,6,13,.462,.477,0,0,,0,11,11,2,1,0,1,12,21
Marcus Camby,2004,C,29,DEN,5,5,194,27,55,.491,1,2,.500,26,53,.491,.500,8,14,.571,14,43,57,12,4,7,6,21,63
Elden Campbell,2004,C,35,DET,14,0,124,10,35,.286,0,0,,10,35,.286,.286,10,18,.556,10,15,25,10,6,9,9,28,30
Maurice Carter,2004,SG,27,NOH,1,0,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
Sam Cassell,2004,PG,34,MIN,16,15,497,94,202,.465,25,60,.417,69,142,.486,.527,52,61,.852,3,37,40,70,12,3,43,53,265
Kelvin Cato,2004,PF,29,HOU,5,5,148,13,22,.591,0,0,,13,22,.591,.591,3,7,.429,14,20,34,2,5,4,5,18,29
Doug Christie,2004,SG,33,SAC,12,12,461,56,141,.397,13,33,.394,43,108,.398,.443,41,48,.854,17,57,74,47,22,5,22,35,166
Jason Collins,2004,C,25,NJN,11,11,266,14,38,.368,0,0,,14,38,.368,.368,12,16,.750,18,26,44,17,3,10,15,49,40
Brian Cook,2004,C,23,LAL,13,0,46,5,15,.333,0,0,,5,15,.333,.333,2,2,1.000,3,9,12,1,1,0,3,7,12
Austin Croshere,2004,PF,28,IND,13,2,214,19,55,.345,8,24,.333,11,31,.355,.418,17,21,.810,13,27,40,12,4,3,6,17,63
Marquis Daniels,2004,SG,23,DAL,5,5,184,32,75,.427,1,7,.143,31,68,.456,.433,14,22,.636,10,21,31,15,10,3,15,14,79
Baron Davis,2004,PG,24,NOH,7,7,260,43,114,.377,16,49,.327,27,65,.415,.447,25,33,.758,6,23,29,49,11,5,19,21,127
Ricky Davis,2004,SF,24,BOS,4,0,123,16,40,.400,4,10,.400,12,30,.400,.450,11,16,.688,3,9,12,14,2,0,12,7,47
Tony Delk,2004,SG,30,DAL,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,2,1,0,0,0,0
Vlade Divac*,2004,C,35,SAC,12,12,235,31,71,.437,0,0,,31,71,.437,.437,17,23,.739,22,37,59,22,4,5,14,31,79
Michael Doleac,2004,C,26,DEN,5,0,49,5,10,.500,0,0,,5,10,.500,.500,0,0,,2,5,7,3,0,0,1,8,10
Tim Duncan*,2004,PF,27,SAS,10,10,405,83,159,.522,0,1,.000,83,158,.525,.522,55,87,.632,33,80,113,32,8,20,42,34,221
Francisco Elson,2004,C,27,DEN,4,0,60,7,12,.583,0,0,,7,12,.583,.583,1,2,.500,1,8,9,2,2,1,3,14,15
Michael Finley,2004,SG,30,DAL,5,5,196,26,68,.382,7,26,.269,19,42,.452,.434,6,10,.600,6,10,16,13,4,3,9,8,65
Derek Fisher,2004,SG,29,LAL,22,0,507,60,148,.405,23,55,.418,37,93,.398,.483,23,35,.657,10,46,56,49,18,0,19,47,166
Jeff Foster,2004,C,27,IND,16,13,307,25,43,.581,0,1,.000,25,42,.595,.581,8,10,.800,44,61,105,12,13,5,13,37,58
Rick Fox,2004,SF,34,LAL,16,3,145,8,20,.400,1,7,.143,7,13,.538,.425,1,2,.500,6,17,23,18,3,2,9,21,18
Steve Francis,2004,PG,26,HOU,5,5,222,30,70,.429,7,17,.412,23,53,.434,.479,29,40,.725,6,36,42,38,7,1,21,18,96
Dan Gadzuric,2004,C,25,MIL,1,0,9,2,4,.500,0,0,,2,4,.500,.500,0,1,.000,0,1,1,2,1,0,0,1,4
Kevin Garnett*,2004,PF,27,MIN,18,18,783,168,372,.452,5,16,.313,163,356,.458,.458,97,125,.776,39,224,263,92,24,41,75,57,438
Pau Gasol,2004,PF,23,MEM,4,4,134,28,49,.571,0,0,,28,49,.571,.571,18,20,.900,4,16,20,10,4,6,5,10,74
Devean George,2004,SF,26,LAL,22,19,470,43,100,.430,22,59,.373,21,41,.512,.540,13,20,.650,11,39,50,11,21,8,11,45,121
Manu Ginóbili*,2004,SG,26,SAS,10,0,280,42,94,.447,10,35,.286,32,59,.542,.500,36,44,.818,15,38,53,31,17,1,21,30,130
Brian Grant,2004,C,31,MIA,13,13,399,42,98,.429,0,1,.000,42,97,.433,.429,8,14,.571,45,67,112,10,7,8,18,52,92
Marcus Haislip,2004,PF,23,MIL,1,0,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,0,1,0,0,0,0,0,2
Darvin Ham,2004,SF,30,DET,22,0,108,8,16,.500,0,1,.000,8,15,.533,.500,0,0,,8,6,14,1,3,4,8,19,16
Richard Hamilton,2004,SG,25,DET,23,23,924,181,405,.447,15,39,.385,166,366,.454,.465,117,138,.848,32,74,106,97,27,1,72,72,494
